"CHNL_ID"|"CHNL_NM"|"CHNL_VAL"|"PARENT_ID"|"PARENT_NM"|"PARENT_FULL_ADDR"|"CHILD_ID"|"CHILD_NM"|"CHILD_FULL_ADDR"|"PFZ_MKT_NM"|"O_CHNL_NM_SLS"|"O_CHNL_VAL_SLS"|"O_PARENT_SLS"|"O_CHILD_SLS"|"O_CHNL_NM_GRWTH"|"O_CHNL_VAL_GRWTH"|"O_PARENT_GRWTH"|"O_CHILD_GRWTH"|"O_CHNL_NM_MKT_SHR"|"O_CHNL_VAL_MKT_SHR"|"O_PARENT_MKT_SHR"|"O_CHILD_MKT_SHR"|"O_CHNL_NM_NEW_PTNT"|"O_CHNL_VAL_NEW_PTNT"|"O_PARENT_NEW_PTNT"|"O_CHILD_NEW_PTNT"|"O_CHNL_NM_TOTAL_PTNT"|"O_CHNL_VAL_TOTAL_PTNT"|"O_PARENT_TOTAL_PTNT"|"O_CHILD_TOTAL_PTNT"|"O_CHNL_NM_NUM_HCP_TCL"|"O_CHNL_VAL_NUM_HCP_TCL"|"O_PARENT_NUM_HCP_TCL"|"O_CHILD_NUM_HCP_TCL"|"O_CHNL_NM_REACH"|"O_CHNL_VAL_REACH"|"O_PARENT_REACH"|"O_CHILD_REACH"|"O_CHNL_NM_FREQ"|"O_CHNL_VAL_FREQ"|"O_PARENT_FREQ"|"O_CHILD_FREQ"|"O_CHNL_NM_PENETRATION"|"O_CHNL_VAL_PENETRATION"|"O_PARENT_PENETRATION"|"O_CHILD_PENETRATION"|"CHNL_NM_RNK"|"CHNL_VAL_RNK"|"PARENT_RNK"|"CHILD_RNK"|"O_STD_CHNL_NM_SLS"|"O_STD_CHNL_VAL_SLS"|"O_STD_PARENT_SLS"|"O_STD_CHILD_SLS"
"All Accounts"|"All Accounts"|"All Accounts"|"INS00483575"|"Texas Oncology, PA"|"12221 MERIT DR STE 500, DALLAS, TX 75251"|"INS00042501"|"Texas Oncology Brownsville"|"2150 N EXPRESSWAY STE 83, BROWNSVILLE, TX 78521"|"CML"|"$ 109,515,138.31"|"$ 109,515,138.31"|"$ 1,936,613.59"|"$ 141,496.17"|"75%"|"75%"|"29%"|"30%"|"8%"|"8%"|"7%"|"22%"|"688"|"688"|"16"|"3"|"7,673"|"7,673"|"179"|"15"|"8,809"|"8,809"|"199"|"2"|"62%"|"62%"|"68%"|"100%"|"3.69"|"3.69"|"3.69"|"7.00"|"12%"|"12%"|"14%"|"100%"|"1"|"1"|"5"|"2"|"0"|"0"|"13"|"44"
"All Accounts"|"All Accounts"|"All Accounts"|"INS00483575"|"Texas Oncology, PA"|"12221 MERIT DR STE 500, DALLAS, TX 75251"|"INS00117182"|"Texas Oncology Medical City Dallas Pediatric Hematology Oncology"|"7777 FOREST LN STE D400, DALLAS, TX 75230"|"CML"|"$ 109,515,138.31"|"$ 109,515,138.31"|"$ 1,936,613.59"|"$ 135,928.20"|"75%"|"75%"|"29%"|"-8%"|"8%"|"8%"|"7%"|"28%"|"688"|"688"|"16"|"0"|"7,673"|"7,673"|"179"|"11"|"8,809"|"8,809"|"199"|"0"|"62%"|"62%"|"68%"|"-"|"3.69"|"3.69"|"3.69"|"-"|"12%"|"12%"|"14%"|"-"|"1"|"1"|"5"|"3"|"0"|"0"|"13"|"42"
"All Accounts"|"All Accounts"|"All Accounts"|"INS00483575"|"Texas Oncology, PA"|"12221 MERIT DR STE 500, DALLAS, TX 75251"|"INS00277686"|"Texas Oncology-Fort Worth 12th Avenue"|"1001 12TH AVE STE 200, FORT WORTH, TX 76104"|"CML"|"$ 109,515,138.31"|"$ 109,515,138.31"|"$ 1,936,613.59"|"$ 123,335.76"|"75%"|"75%"|"29%"|"83%"|"8%"|"8%"|"7%"|"23%"|"688"|"688"|"16"|"1"|"7,673"|"7,673"|"179"|"11"|"8,809"|"8,809"|"199"|"5"|"62%"|"62%"|"68%"|"60%"|"3.69"|"3.69"|"3.69"|"2.33"|"12%"|"12%"|"14%"|"20%"|"1"|"1"|"5"|"4"|"0"|"0"|"13"|"37"
"All Accounts"|"All Accounts"|"All Accounts"|"INS00483575"|"Texas Oncology, PA"|"12221 MERIT DR STE 500, DALLAS, TX 75251"|"INS00116711"|"Texas Oncology Central Austin Cancer Center"|"6204 BALCONES DR, AUSTIN, TX 78731"|"CML"|"$ 109,515,138.31"|"$ 109,515,138.31"|"$ 1,936,613.59"|"$ 115,491.29"|"75%"|"75%"|"29%"|"190%"|"8%"|"8%"|"7%"|"19%"|"688"|"688"|"16"|"2"|"7,673"|"7,673"|"179"|"10"|"8,809"|"8,809"|"199"|"7"|"62%"|"62%"|"68%"|"43%"|"3.69"|"3.69"|"3.69"|"3.67"|"12%"|"12%"|"14%"|"29%"|"1"|"1"|"5"|"5"|"0"|"0"|"13"|"34"
"All Accounts"|"All Accounts"|"All Accounts"|"INS00483575"|"Texas Oncology, PA"|"12221 MERIT DR STE 500, DALLAS, TX 75251"|"INS00277716"|"Texas Oncology Weslaco"|"1330 E 6TH ST STE 204, WESLACO, TX 78596"|"CML"|"$ 109,515,138.31"|"$ 109,515,138.31"|"$ 1,936,613.59"|"$ 110,615.16"|"75%"|"75%"|"29%"|"455%"|"8%"|"8%"|"7%"|"32%"|"688"|"688"|"16"|"0"|"7,673"|"7,673"|"179"|"10"|"8,809"|"8,809"|"199"|"2"|"62%"|"62%"|"68%"|"100%"|"3.69"|"3.69"|"3.69"|"6.00"|"12%"|"12%"|"14%"|"50%"|"1"|"1"|"5"|"6"|"0"|"0"|"13"|"32"
"All Accounts"|"All Accounts"|"All Accounts"|"INS00483575"|"Texas Oncology, PA"|"12221 MERIT DR STE 500, DALLAS, TX 75251"|"INS00051685"|"Texas Oncology Beaumont Mamie McFaddin Ward Cancer Center"|"690 N 14TH ST, BEAUMONT, TX 77702"|"CML"|"$ 109,515,138.31"|"$ 109,515,138.31"|"$ 1,936,613.59"|"$ 108,742.59"|"75%"|"75%"|"29%"|"992%"|"8%"|"8%"|"7%"|"17%"|"688"|"688"|"16"|"0"|"7,673"|"7,673"|"179"|"10"|"8,809"|"8,809"|"199"|"4"|"62%"|"62%"|"68%"|"100%"|"3.69"|"3.69"|"3.69"|"5.25"|"12%"|"12%"|"14%"|"25%"|"1"|"1"|"5"|"7"|"0"|"0"|"13"|"32"
"All Accounts"|"All Accounts"|"All Accounts"|"INS00483575"|"Texas Oncology, PA"|"12221 MERIT DR STE 500, DALLAS, TX 75251"|"INS00777034"|"Texas Oncology Marshall"|"815 S WASHINGTON AVE STE 100, MARSHALL, TX 75670"|"CML"|"$ 109,515,138.31"|"$ 109,515,138.31"|"$ 1,936,613.59"|"$ 108,197.70"|"75%"|"75%"|"29%"|"23%"|"8%"|"8%"|"7%"|"100%"|"688"|"688"|"16"|"0"|"7,673"|"7,673"|"179"|"10"|"8,809"|"8,809"|"199"|"1"|"62%"|"62%"|"68%"|"100%"|"3.69"|"3.69"|"3.69"|"1.00"|"12%"|"12%"|"14%"|"100%"|"1"|"1"|"5"|"8"|"0"|"0"|"13"|"31"
"All Accounts"|"All Accounts"|"All Accounts"|"INS00483575"|"Texas Oncology, PA"|"12221 MERIT DR STE 500, DALLAS, TX 75251"|"INS00055116"|"Texas Oncology Plano East"|"3705 W 15TH ST, PLANO, TX 75075"|"CML"|"$ 109,515,138.31"|"$ 109,515,138.31"|"$ 1,936,613.59"|"$ 105,336.78"|"75%"|"75%"|"29%"|"172%"|"8%"|"8%"|"7%"|"20%"|"688"|"688"|"16"|"0"|"7,673"|"7,673"|"179"|"9"|"8,809"|"8,809"|"199"|"4"|"62%"|"62%"|"68%"|"25%"|"3.69"|"3.69"|"3.69"|"6.00"|"12%"|"12%"|"14%"|"25%"|"1"|"1"|"5"|"9"|"0"|"0"|"13"|"30"
"All Accounts"|"All Accounts"|"All Accounts"|"INS00483575"|"Texas Oncology, PA"|"12221 MERIT DR STE 500, DALLAS, TX 75251"|"INS00620936"|"Texas Oncology Plano Presbyterian"|"6300 W PARKER RD STE 123, PLANO, TX 75093"|"CML"|"$ 109,515,138.31"|"$ 109,515,138.31"|"$ 1,936,613.59"|"$ 87,337.80"|"75%"|"75%"|"29%"|"-25%"|"8%"|"8%"|"7%"|"13%"|"688"|"688"|"16"|"0"|"7,673"|"7,673"|"179"|"8"|"8,809"|"8,809"|"199"|"1"|"62%"|"62%"|"68%"|"100%"|"3.69"|"3.69"|"3.69"|"8.00"|"12%"|"12%"|"14%"|"100%"|"1"|"1"|"5"|"10"|"0"|"0"|"13"|"24"
"All Accounts"|"All Accounts"|"All Accounts"|"INS00483575"|"Texas Oncology, PA"|"12221 MERIT DR STE 500, DALLAS, TX 75251"|"INS00587330"|"Texas Oncology El Paso Cancer Treatment Center Joe Battle"|"3270 JOE BATTLE BLVD STE 312, EL PASO, TX 79938"|"CML"|"$ 109,515,138.31"|"$ 109,515,138.31"|"$ 1,936,613.59"|"$ 82,552.77"|"75%"|"75%"|"29%"|"-2%"|"8%"|"8%"|"7%"|"14%"|"688"|"688"|"16"|"2"|"7,673"|"7,673"|"179"|"8"|"8,809"|"8,809"|"199"|"3"|"62%"|"62%"|"68%"|"33%"|"3.69"|"3.69"|"3.69"|"1.00"|"12%"|"12%"|"14%"|"33%"|"1"|"1"|"5"|"11"|"0"|"0"|"13"|"22"
"All Accounts"|"All Accounts"|"All Accounts"|"INS00483575"|"Texas Oncology, PA"|"12221 MERIT DR STE 500, DALLAS, TX 75251"|"INS00057123"|"Texas Oncology Austin Midtown"|"901 W 38TH ST STE 200, AUSTIN, TX 78705"|"CML"|"$ 109,515,138.31"|"$ 109,515,138.31"|"$ 1,936,613.59"|"$ 78,466.05"|"75%"|"75%"|"29%"|"-"|"8%"|"8%"|"7%"|"11%"|"688"|"688"|"16"|"1"|"7,673"|"7,673"|"179"|"7"|"8,809"|"8,809"|"199"|"7"|"62%"|"62%"|"68%"|"43%"|"3.69"|"3.69"|"3.69"|"1.67"|"12%"|"12%"|"14%"|"14%"|"1"|"1"|"5"|"12"|"0"|"0"|"13"|"20"
"All Accounts"|"All Accounts"|"All Accounts"|"INS00483575"|"Texas Oncology, PA"|"12221 MERIT DR STE 500, DALLAS, TX 75251"|"INS00480608"|"Texas Oncology San Antonio Medical Center"|"4411 MEDICAL DR STE 100, SAN ANTONIO, TX 78229"|"CML"|"$ 109,515,138.31"|"$ 109,515,138.31"|"$ 1,936,613.59"|"$ 77,955.45"|"75%"|"75%"|"29%"|"-65%"|"8%"|"8%"|"7%"|"3%"|"688"|"688"|"16"|"0"|"7,673"|"7,673"|"179"|"9"|"8,809"|"8,809"|"199"|"10"|"62%"|"62%"|"68%"|"100%"|"3.69"|"3.69"|"3.69"|"6.90"|"12%"|"12%"|"14%"|"10%"|"1"|"1"|"5"|"13"|"0"|"0"|"13"|"20"
"All Accounts"|"All Accounts"|"All Accounts"|"INS00483575"|"Texas Oncology, PA"|"12221 MERIT DR STE 500, DALLAS, TX 75251"|"INS00720668"|"Texas Oncology Mexia"|"514 S BONHAM ST STE F, MEXIA, TX 76667"|"CML"|"$ 109,515,138.31"|"$ 109,515,138.31"|"$ 1,936,613.59"|"$ 72,565.92"|"75%"|"75%"|"29%"|"-24%"|"8%"|"8%"|"7%"|"20%"|"688"|"688"|"16"|"0"|"7,673"|"7,673"|"179"|"9"|"8,809"|"8,809"|"199"|"1"|"62%"|"62%"|"68%"|"100%"|"3.69"|"3.69"|"3.69"|"1.00"|"12%"|"12%"|"14%"|"100%"|"1"|"1"|"5"|"14"|"0"|"0"|"13"|"18"
"All Accounts"|"All Accounts"|"All Accounts"|"INS00483575"|"Texas Oncology, PA"|"12221 MERIT DR STE 500, DALLAS, TX 75251"|"INS00595226"|"Texas Oncology Rowlett"|"7501 LAKEVIEW PKWY STE 100, ROWLETT, TX 75088"|"CML"|"$ 109,515,138.31"|"$ 109,515,138.31"|"$ 1,936,613.59"|"$ 60,092.70"|"75%"|"75%"|"29%"|"503%"|"8%"|"8%"|"7%"|"31%"|"688"|"688"|"16"|"0"|"7,673"|"7,673"|"179"|"9"|"8,809"|"8,809"|"199"|"1"|"62%"|"62%"|"68%"|"100%"|"3.69"|"3.69"|"3.69"|"6.00"|"12%"|"12%"|"14%"|"100%"|"1"|"1"|"5"|"15"|"0"|"0"|"13"|"14"
"All Accounts"|"All Accounts"|"All Accounts"|"INS00483575"|"Texas Oncology, PA"|"12221 MERIT DR STE 500, DALLAS, TX 75251"|"INS00503797"|"West Texas Cancer Center"|"500 W 3RD ST, ODESSA, TX 79761"|"CML"|"$ 109,515,138.31"|"$ 109,515,138.31"|"$ 1,936,613.59"|"$ 53,553.96"|"75%"|"75%"|"29%"|"-"|"8%"|"8%"|"7%"|"31%"|"688"|"688"|"16"|"0"|"7,673"|"7,673"|"179"|"5"|"8,809"|"8,809"|"199"|"3"|"62%"|"62%"|"68%"|"33%"|"3.69"|"3.69"|"3.69"|"1.00"|"12%"|"12%"|"14%"|"33%"|"1"|"1"|"5"|"16"|"0"|"0"|"13"|"11"
"All Accounts"|"All Accounts"|"All Accounts"|"INS00483575"|"Texas Oncology, PA"|"12221 MERIT DR STE 500, DALLAS, TX 75251"|"INS00483591"|"Texas Oncology Medical City Dallas Blood and Marrow Transplant"|"7777 FOREST LN BLDG D, DALLAS, TX 75230"|"CML"|"$ 109,515,138.31"|"$ 109,515,138.31"|"$ 1,936,613.59"|"$ 52,770.96"|"75%"|"75%"|"29%"|"-3%"|"8%"|"8%"|"7%"|"4%"|"688"|"688"|"16"|"1"|"7,673"|"7,673"|"179"|"5"|"8,809"|"8,809"|"199"|"3"|"62%"|"62%"|"68%"|"67%"|"3.69"|"3.69"|"3.69"|"4.00"|"12%"|"12%"|"14%"|"67%"|"1"|"1"|"5"|"17"|"0"|"0"|"13"|"11"
"All Accounts"|"All Accounts"|"All Accounts"|"INS00483575"|"Texas Oncology, PA"|"12221 MERIT DR STE 500, DALLAS, TX 75251"|"INS00485256"|"Texas Oncology Kerrville"|"694 HILL COUNTRY DR, KERRVILLE, TX 78028"|"CML"|"$ 109,515,138.31"|"$ 109,515,138.31"|"$ 1,936,613.59"|"$ 30,821.40"|"75%"|"75%"|"29%"|"209%"|"8%"|"8%"|"7%"|"25%"|"688"|"688"|"16"|"0"|"7,673"|"7,673"|"179"|"3"|"8,809"|"8,809"|"199"|"2"|"62%"|"62%"|"68%"|"100%"|"3.69"|"3.69"|"3.69"|"2.50"|"12%"|"12%"|"14%"|"50%"|"1"|"1"|"5"|"18"|"0"|"0"|"13"|"3"
"All Accounts"|"All Accounts"|"All Accounts"|"INS00483575"|"Texas Oncology, PA"|"12221 MERIT DR STE 500, DALLAS, TX 75251"|"INS00722127"|"Texas Oncology San Antonio Stone Oak"|"18707 HARDY OAK BLVD STE 320, SAN ANTONIO, TX 78258"|"CML"|"$ 109,515,138.31"|"$ 109,515,138.31"|"$ 1,936,613.59"|"$ 25,337.97"|"75%"|"75%"|"29%"|"-"|"8%"|"8%"|"7%"|"6%"|"688"|"688"|"16"|"1"|"7,673"|"7,673"|"179"|"3"|"8,809"|"8,809"|"199"|"2"|"62%"|"62%"|"68%"|"100%"|"3.69"|"3.69"|"3.69"|"2.50"|"12%"|"12%"|"14%"|"50%"|"1"|"1"|"5"|"19"|"0"|"0"|"13"|"1"
"All Accounts"|"All Accounts"|"All Accounts"|"INS00483575"|"Texas Oncology, PA"|"12221 MERIT DR STE 500, DALLAS, TX 75251"|"INS00525409"|"Texas Oncology Presbyterian Cancer Center Dallas"|"8196 WALNUT HILL LN STE 100, DALLAS, TX 75231"|"CML"|"$ 109,515,138.31"|"$ 109,515,138.31"|"$ 1,936,613.59"|"$ 23,116.05"|"75%"|"75%"|"29%"|"-"|"8%"|"8%"|"7%"|"6%"|"688"|"688"|"16"|"1"|"7,673"|"7,673"|"179"|"3"|"8,809"|"8,809"|"199"|"6"|"62%"|"62%"|"68%"|"83%"|"3.69"|"3.69"|"3.69"|"3.00"|"12%"|"12%"|"14%"|"17%"|"1"|"1"|"5"|"20"|"0"|"0"|"13"|"0"
"All Accounts"|"All Accounts"|"All Accounts"|"INS00539584"|"Moffitt Cancer Center"|"12902 USF MAGNOLIA DR, TAMPA, FL 33612"|"INS00002678"|"H Lee Moffitt Cancer Center and Research Institute"|"12902 USF MAGNOLIA DR, TAMPA, FL 33612"|"CML"|"$ 109,515,138.31"|"$ 109,515,138.31"|"$ 1,821,316.77"|"$ 1,821,316.77"|"75%"|"75%"|"116%"|"116%"|"8%"|"8%"|"20%"|"21%"|"688"|"688"|"7"|"7"|"7,673"|"7,673"|"86"|"86"|"8,809"|"8,809"|"8"|"7"|"62%"|"62%"|"75%"|"86%"|"3.69"|"3.69"|"5.83"|"5.83"|"12%"|"12%"|"63%"|"71%"|"1"|"1"|"6"|"1"|"0"|"0"|"11"|"100"
"All Accounts"|"All Accounts"|"All Accounts"|"INS00539584"|"Moffitt Cancer Center"|"12902 USF MAGNOLIA DR, TAMPA, FL 33612"|"INS00640702"|"Moffitt Cancer Center at International Plaza"|"4101 JIM WALTER BLVD, TAMPA, FL 33607"|"CML"|"$ 109,515,138.31"|"$ 109,515,138.31"|"$ 1,821,316.77"|"$ 0.00"|"75%"|"75%"|"116%"|"-"|"8%"|"8%"|"20%"|"0%"|"688"|"688"|"7"|"0"|"7,673"|"7,673"|"86"|"0"|"8,809"|"8,809"|"8"|"1"|"62%"|"62%"|"75%"|"0%"|"3.69"|"3.69"|"5.83"|"-"|"12%"|"12%"|"63%"|"0%"|"1"|"1"|"6"|"2"|"0"|"0"|"11"|"0"
"All Accounts"|"All Accounts"|"All Accounts"|"INS00000226"|"Kaiser Permanente"|"1 KAISER PLZ, OAKLAND, CA 94612"|"INS00139028"|"The Southeast Permanente Medical Group, PC Pharmacy Distribution Center"|"4000 DEKALB TECHNOLOGY PKWY, ATLANTA, GA 30340"|"CML"|"$ 109,515,138.31"|"$ 109,515,138.31"|"$ 1,729,525.82"|"$ 245,513.23"|"75%"|"75%"|"125%"|"50%"|"8%"|"8%"|"73%"|"100%"|"688"|"688"|"2"|"0"|"7,673"|"7,673"|"7"|"0"|"8,809"|"8,809"|"45"|"0"|"62%"|"62%"|"4%"|"-"|"3.69"|"3.69"|"1.00"|"-"|"12%"|"12%"|"2%"|"-"|"1"|"1"|"7"|"1"|"0"|"0"|"11"|"100"
"All Accounts"|"All Accounts"|"All Accounts"|"INS00000226"|"Kaiser Permanente"|"1 KAISER PLZ, OAKLAND, CA 94612"|"INS00673970"|"Kaiser Permanente Anaheim Medical Center Kraemer Medical Office"|"3430 E LA PALMA AVE, ANAHEIM, CA 92806"|"CML"|"$ 109,515,138.31"|"$ 109,515,138.31"|"$ 1,729,525.82"|"$ 154,752.24"|"75%"|"75%"|"125%"|"98%"|"8%"|"8%"|"73%"|"100%"|"688"|"688"|"2"|"0"|"7,673"|"7,673"|"7"|"0"|"8,809"|"8,809"|"45"|"2"|"62%"|"62%"|"4%"|"0%"|"3.69"|"3.69"|"1.00"|"-"|"12%"|"12%"|"2%"|"0%"|"1"|"1"|"7"|"2"|"0"|"0"|"11"|"59"
"All Accounts"|"All Accounts"|"All Accounts"|"INS00000226"|"Kaiser Permanente"|"1 KAISER PLZ, OAKLAND, CA 94612"|"INS00005092"|"Kaiser Permanente South Bay Medical Center"|"25825 VERMONT AVE, HARBOR CITY, CA 90710"|"CML"|"$ 109,515,138.31"|"$ 109,515,138.31"|"$ 1,729,525.82"|"$ 151,943.34"|"75%"|"75%"|"125%"|"-"|"8%"|"8%"|"73%"|"100%"|"688"|"688"|"2"|"0"|"7,673"|"7,673"|"7"|"0"|"8,809"|"8,809"|"45"|"0"|"62%"|"62%"|"4%"|"-"|"3.69"|"3.69"|"1.00"|"-"|"12%"|"12%"|"2%"|"-"|"1"|"1"|"7"|"3"|"0"|"0"|"11"|"58"
"All Accounts"|"All Accounts"|"All Accounts"|"INS00000226"|"Kaiser Permanente"|"1 KAISER PLZ, OAKLAND, CA 94612"|"INS00009427"|"Kaiser Permanente Euclid Medical Offices"|"1188 N EUCLID ST, ANAHEIM, CA 92801"|"CML"|"$ 109,515,138.31"|"$ 109,515,138.31"|"$ 1,729,525.82"|"$ 140,891.85"|"75%"|"75%"|"125%"|"21%"|"8%"|"8%"|"73%"|"100%"|"688"|"688"|"2"|"0"|"7,673"|"7,673"|"7"|"0"|"8,809"|"8,809"|"45"|"1"|"62%"|"62%"|"4%"|"0%"|"3.69"|"3.69"|"1.00"|"-"|"12%"|"12%"|"2%"|"0%"|"1"|"1"|"7"|"4"|"0"|"0"|"11"|"53"
"All Accounts"|"All Accounts"|"All Accounts"|"INS00000226"|"Kaiser Permanente"|"1 KAISER PLZ, OAKLAND, CA 94612"|"INS00005109"|"Kaiser Permanente Moanalua Medical Center"|"3288 MOANALUA RD, HONOLULU, HI 96819"|"CML"|"$ 109,515,138.31"|"$ 109,515,138.31"|"$ 1,729,525.82"|"$ 129,448.83"|"75%"|"75%"|"125%"|"569%"|"8%"|"8%"|"73%"|"100%"|"688"|"688"|"2"|"0"|"7,673"|"7,673"|"7"|"0"|"8,809"|"8,809"|"45"|"1"|"62%"|"62%"|"4%"|"0%"|"3.69"|"3.69"|"1.00"|"-"|"12%"|"12%"|"2%"|"0%"|"1"|"1"|"7"|"5"|"0"|"0"|"11"|"48"
"All Accounts"|"All Accounts"|"All Accounts"|"INS00000226"|"Kaiser Permanente"|"1 KAISER PLZ, OAKLAND, CA 94612"|"INS00062910"|"Kaiser Permanente Whittier Medical Offices"|"12470 WHITTIER BLVD, WHITTIER, CA 90602"|"CML"|"$ 109,515,138.31"|"$ 109,515,138.31"|"$ 1,729,525.82"|"$ 98,780.91"|"75%"|"75%"|"125%"|"27%"|"8%"|"8%"|"73%"|"100%"|"688"|"688"|"2"|"0"|"7,673"|"7,673"|"7"|"0"|"8,809"|"8,809"|"45"|"0"|"62%"|"62%"|"4%"|"-"|"3.69"|"3.69"|"1.00"|"-"|"12%"|"12%"|"2%"|"-"|"1"|"1"|"7"|"6"|"0"|"0"|"11"|"34"
"All Accounts"|"All Accounts"|"All Accounts"|"INS00000226"|"Kaiser Permanente"|"1 KAISER PLZ, OAKLAND, CA 94612"|"INS00123527"|"Kaiser Permanente Reston Pharmacy"|"1890 TOWN CENTER DR, RESTON, VA 20190"|"CML"|"$ 109,515,138.31"|"$ 109,515,138.31"|"$ 1,729,525.82"|"$ 87,337.80"|"75%"|"75%"|"125%"|"84%"|"8%"|"8%"|"73%"|"100%"|"688"|"688"|"2"|"0"|"7,673"|"7,673"|"7"|"0"|"8,809"|"8,809"|"45"|"0"|"62%"|"62%"|"4%"|"-"|"3.69"|"3.69"|"1.00"|"-"|"12%"|"12%"|"2%"|"-"|"1"|"1"|"7"|"7"|"0"|"0"|"11"|"29"
"All Accounts"|"All Accounts"|"All Accounts"|"INS00000226"|"Kaiser Permanente"|"1 KAISER PLZ, OAKLAND, CA 94612"|"INS00044235"|"Kaiser Permanente Springfield Medical Center"|"6501 LOISDALE CT, SPRINGFIELD, VA 22150"|"CML"|"$ 109,515,138.31"|"$ 109,515,138.31"|"$ 1,729,525.82"|"$ 77,921.16"|"75%"|"75%"|"125%"|"-"|"8%"|"8%"|"73%"|"100%"|"688"|"688"|"2"|"0"|"7,673"|"7,673"|"7"|"0"|"8,809"|"8,809"|"45"|"0"|"62%"|"62%"|"4%"|"-"|"3.69"|"3.69"|"1.00"|"-"|"12%"|"12%"|"2%"|"-"|"1"|"1"|"7"|"8"|"0"|"0"|"11"|"25"
"All Accounts"|"All Accounts"|"All Accounts"|"INS00000226"|"Kaiser Permanente"|"1 KAISER PLZ, OAKLAND, CA 94612"|"INS00482334"|"Kaiser Permanente Waipio Clinic"|"94-1480 MOANIANI ST, WAIPAHU, HI 96797"|"CML"|"$ 109,515,138.31"|"$ 109,515,138.31"|"$ 1,729,525.82"|"$ 54,098.85"|"75%"|"75%"|"125%"|"-"|"8%"|"8%"|"73%"|"100%"|"688"|"688"|"2"|"0"|"7,673"|"7,673"|"7"|"0"|"8,809"|"8,809"|"45"|"0"|"62%"|"62%"|"4%"|"-"|"3.69"|"3.69"|"1.00"|"-"|"12%"|"12%"|"2%"|"-"|"1"|"1"|"7"|"9"|"0"|"0"|"11"|"14"
"All Accounts"|"All Accounts"|"All Accounts"|"INS00000226"|"Kaiser Permanente"|"1 KAISER PLZ, OAKLAND, CA 94612"|"INS00768216"|"Kaiser Permanente Antelope Valley Medical Offices"|"615 W AVENUE L, LANCASTER, CA 93534"|"CML"|"$ 109,515,138.31"|"$ 109,515,138.31"|"$ 1,729,525.82"|"$ 54,098.76"|"75%"|"75%"|"125%"|"-"|"8%"|"8%"|"73%"|"100%"|"688"|"688"|"2"|"0"|"7,673"|"7,673"|"7"|"0"|"8,809"|"8,809"|"45"|"0"|"62%"|"62%"|"4%"|"-"|"3.69"|"3.69"|"1.00"|"-"|"12%"|"12%"|"2%"|"-"|"1"|"1"|"7"|"10"|"0"|"0"|"11"|"14"
"All Accounts"|"All Accounts"|"All Accounts"|"INS00000226"|"Kaiser Permanente"|"1 KAISER PLZ, OAKLAND, CA 94612"|"INS00073424"|"Kaiser Permanente Bellflower Medical Center"|"14500 CLARK AVENUE, BELLFLOWER, CA 90706"|"CML"|"$ 109,515,138.31"|"$ 109,515,138.31"|"$ 1,729,525.82"|"$ 53,553.84"|"75%"|"75%"|"125%"|"169%"|"8%"|"8%"|"73%"|"100%"|"688"|"688"|"2"|"0"|"7,673"|"7,673"|"7"|"0"|"8,809"|"8,809"|"45"|"0"|"62%"|"62%"|"4%"|"-"|"3.69"|"3.69"|"1.00"|"-"|"12%"|"12%"|"2%"|"-"|"1"|"1"|"7"|"11"|"0"|"0"|"11"|"14"
"All Accounts"|"All Accounts"|"All Accounts"|"INS00000226"|"Kaiser Permanente"|"1 KAISER PLZ, OAKLAND, CA 94612"|"INS00550540"|"Kaiser Permanente Oakland Medical Center Gynecologic Oncology Department"|"3701 BROADWAY, OAKLAND, CA 94611"|"CML"|"$ 109,515,138.31"|"$ 109,515,138.31"|"$ 1,729,525.82"|"$ 52,617.57"|"75%"|"75%"|"125%"|"164%"|"8%"|"8%"|"73%"|"100%"|"688"|"688"|"2"|"0"|"7,673"|"7,673"|"7"|"0"|"8,809"|"8,809"|"45"|"0"|"62%"|"62%"|"4%"|"-"|"3.69"|"3.69"|"1.00"|"-"|"12%"|"12%"|"2%"|"-"|"1"|"1"|"7"|"12"|"0"|"0"|"11"|"13"
"All Accounts"|"All Accounts"|"All Accounts"|"INS00000226"|"Kaiser Permanente"|"1 KAISER PLZ, OAKLAND, CA 94612"|"INS00005086"|"Kaiser Permanente Santa Rosa Medical Center"|"401 BICENTENNIAL WAY, SANTA ROSA, CA 95403"|"CML"|"$ 109,515,138.31"|"$ 109,515,138.31"|"$ 1,729,525.82"|"$ 50,744.76"|"75%"|"75%"|"125%"|"-"|"8%"|"8%"|"73%"|"100%"|"688"|"688"|"2"|"0"|"7,673"|"7,673"|"7"|"0"|"8,809"|"8,809"|"45"|"0"|"62%"|"62%"|"4%"|"-"|"3.69"|"3.69"|"1.00"|"-"|"12%"|"12%"|"2%"|"-"|"1"|"1"|"7"|"13"|"0"|"0"|"11"|"13"
